"PID","X1_RP_Experience","X1_RP_Expression","X1_RP_Connection","X2_RP_Experience","X2_RP_Expression","X2_RP_Connection","X3_RP_Experience","X3_RP_Expression","X3_RP_Connection","X4_RP_Experience","X4_RP_Expression","X4_RP_Connection","X1_CF_Experience","X1_CF_Expression","X1_CF_Connection","X2_CF_Experience","X2_CF_Expression","X2_CF_Connection","X3_CF_Experience","X3_CF_Expression","X3_CF_Connection","X4_CF_Experience","X4_CF_Expression","X4_CF_Connection","Attn_Check_Never","Attn_Check_Much","X1_CC_Experience","X1_CC_Expression","X1_CC_Connection","X2_CC_Experience","X2_CC_Expression","X2_CC_Connection","X3_CC_Experience","X3_CC_Expression","X3_CC_Connection","X4_CC_Experience","X4_CC_Expression","X4_CC_Connection","X1_St_Experience","X1_St_Expression","X1_St_Connection","X2_St_Experience","X2_St_Expression","X2_St_Connection","X3_St_Experience","X3_St_Expression","X3_St_Connection","X4_St_Experience","X4_St_Expression","X4_St_Connection","Relationship.marital.status","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status"
335,"1","2","2","3","3","2","5","5",NA,"4","4","3","1","1","2","2","2","2","5","5",NA,"4","4","2","5","2","2","2","3","3","2","2","4","4","3","4","4","3","3","3","3","3","3","3","5","5",NA,"3","3","3","Married","35","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
291,"1","1","1","2","3","2","3","4","2","4","4","3","3","4","3","2","3","3","4","5",NA,"4","4","3","5","2","3","4","3","3","2","3","5","5",NA,"4","4","4","3","5",NA,"4","4","3","5","5",NA,"4","5",NA,"In a relationship","69","Female","White","United States","United States","United States","English","No","Full-Time"
377,"1","1","1","1","1","1","4","4","3","4","4","4","1","1","1","2","2","1","4","4","3","4","4","5","5","2","3","3","2","2","2","2","4","4","4","5","5",NA,"3","3","2","3","3","2","4","4","3","4","4","5","In a relationship","24","Male","White","United States","United States","United States","English","No","Full-Time"
332,"1","1","1","1","1","1","5","5",NA,"5","5",NA,"1","2","1","1","1","1","5","5",NA,"5","5",NA,"5","2","3","2","2","2","2","2","5","5",NA,"5","5",NA,"3","3","3","4","3","3","5","5",NA,"5","5",NA,"Married","44","Male","White","United States","United States","United States","English","No","Full-Time"
153,"1","2","1","3","4","2","4","4","2","3","3","4","2","3","1","3","4","2","4","4","1","4","4","2","5","2","3","4","2","4","5",NA,"4","4","3","4","5",NA,"3","5",NA,"4","5",NA,"4","4","2","4","5",NA,"In a relationship","35","Male","White","United States","United States","United States","English","DATA_EXPIRED","Other"
87,"1","2","2","3","3","1","5","5",NA,"4","4","4","1","2","2","3","3","2","5","5",NA,"5","5",NA,"5","2","3","4","2","3","4","3","5","5",NA,"5","5",NA,"3","3","3","4","5",NA,"5","5",NA,"4","5",NA,"Married","37","Female","White","United States","United States","United States","English","Yes","Full-Time"
3,"2","2","1","3","4","2","4","4","4","4","4","4","2","2","2","3","3","2","5","5",NA,"5","5",NA,"5","2","2","2","1","3","4","3","4","4","4","5","5",NA,"3","4","4","4","5",NA,"4","5",NA,"5","5",NA,"In a civil partnership/civil union or similar","66","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
265,"1","2","1","3","3","2","5","5",NA,"4","4","3","2","3","2","3","4","3","5","5",NA,"4","4","4","5","2","2","2","2","3","4","3","5","5",NA,"4","5",NA,"3","5",NA,"3","5",NA,"5","5",NA,"3","5",NA,"In a relationship","23","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
126,"1","1","1","2","2","1","4","4","3","3","3","2","2","2","1","3","3","2","4","5",NA,"3","3","4","5","2","4","4","3","4","5",NA,"4","5",NA,"3","5",NA,"3","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"In a relationship","39","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
96,"1","1","1","2","3","2","4","4","4","3","3","5","2","3","2","2","3","2","4","4","4","3","3","4","5","2","2","2","2","3","3","4","3","4","4","4","4","4","3","3","2","3","4","4","3","4","3","2","3","4","In a relationship","24","Female","White","United States","United States","United States","English","No","Full-Time"
348,"2","2","1","2","3","2","3","5",NA,"3","3","4","1","1","1","2","2","2","4","4","2","4","5",NA,"5","2","2","3","2","3","4","3","5","5",NA,"3","5",NA,"3","5",NA,"4","4","3","4","5",NA,"3","5",NA,"Married","28","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
398,"2","3","2","4","5",NA,"5","5",NA,"4","4","4","2","3","2","4","5",NA,"5","5",NA,"5","5",NA,"5","2","3","3","2","5","5",NA,"5","5",NA,"5","5",NA,"3","3","2","5","5",NA,"5","5",NA,"5","5",NA,"Married","62","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
40,"3","4","3","3","4","3","4","4","3","2","3","3","3","4","3","3","4","3","5","5",NA,"4","5",NA,"5","2","3","3","3","4","3","3","5","5",NA,"4","4","3","4","5",NA,"4","5",NA,"5","5",NA,"4","5",NA,"Married","37","Female","Other","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
205,"3","3","3","5","5",NA,"5","5",NA,"3","3","4","1","1","3","5","5",NA,"5","5",NA,"5","5",NA,"5","2","2","2","3","5","5",NA,"5","5",NA,"5","5",NA,"2","2","3","5","5",NA,"5","5",NA,"5","5",NA,"In a relationship","29","Female","Black","United States","United States","United States","English","Yes","Unemployed (and job seeking)"
394,"1","2","1","2","2","2","3","2","2","3","4","4","1","1","1","3","4","2","4","5",NA,"5","5",NA,"5","2","2","2","2","2","4","3","4","5",NA,"3","4","3","3","4","2","4","4","3","4","5",NA,"3","4","4","Married","27","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
48,"2","2","1","2","2","1","4","4","4","4","4","4","2","2","1","3","4","2","5","5",NA,"4","5",NA,"5","2","1","2","1","2","3","1","5","5",NA,"4","4","3","4","4","2","5","5",NA,"5","5",NA,"4","4","5","Married","23","Female","White","United States","United States","United States","English","No","Full-Time"
297,"2","1","2","2","2","1","3","2","2","3","3","4","2","2","1","2","2","1","3","2","3","4","4","3","5","2","1","1","1","3","3","2","3","2","4","3","4","5","2","2","2","4","4","4","3","3","3","3","4","4","In a relationship","27","Female","White","United States","United States","United States","English","No","Full-Time"
325,"2","1","2","4","4","3","3","3","2","3","3","3","2","2","2","4","4","3","3","4","2","4","4","3","5","2","3","2","3","4","5",NA,"5","5",NA,"5","5",NA,"4","4","4","3","4","4","5","5",NA,"2","3","5","Married","23","Female","White","United States","United States","United States","English","No","Full-Time"
26,"2","3","2","3","3","2","3","2","2","2","2","2","2","2","2","4","4","2","5","5",NA,"5","5",NA,"5","2","1","1","2","4","4","3","4","4","2","5","5",NA,"1","1","4","3","3","4","4","5",NA,"3","5",NA,"In a relationship","31","Female","Mixed","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
116,"1","1","1","3","2","1","4","1","1","3","2","1","1","1","1","3","3","1","4","1","1","3","1","1","5","2","1","2","2","2","3","2","5","5",NA,"3","5",NA,"3","2","3","3","3","4","5","5",NA,"3","5",NA,"Married","28","Female","Other","United States","United States","United States","English","No","Unemployed (and job seeking)"
109,"2","2","2","3","3","4","5","5",NA,"2","4","5","2","3","2","3","3","3","5","5",NA,"4","5",NA,"5","2","3","4","3","3","4","4","5","5",NA,"3","4","5","4","4","5","4","5",NA,"5","5",NA,"5","5",NA,"Married","71","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
139,"1","1","1","3","3","2","4","4","2","4","4","5","1","1","1","3","3","2","4","4","2","3","3","4","5","2","1","1","1","3","3","3","4","4","2","3","3","3","3","3","3","4","4","3","4","4","3","3","3","3","Married","52","Female","Other","United States","United States","United States","English","No","Full-Time"
222,"2","3","3","4","4","3","4","4","3","4","4","4","2","3","3","3","4","3","5","5",NA,"4","4","3","5","2","3","4","3","3","5",NA,"5","5",NA,"5","5",NA,"4","4","3","4","4","3","5","5",NA,"3","4","4","In a relationship","24","Female","White","United States","United States","United States","English","Yes","Full-Time"
198,"1","2","2","2","2","2","2","4","4","3","3","4","2","2","1","1","2","2","4","3","4","3","4","4","5","2","3","3","2","4","3","4","4","4","4","3","4","4","3","2","1","3","4","3","4","4","4","3","5",NA,"In a relationship","22","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
203,"1","1","1","3","3","3","4","4","3","4","4","5","1","3","1","3","4","3","4","4","4","4","5",NA,"5","2","2","2","1","3","5",NA,"3","5",NA,"4","4","5","3","3","1","3","4","3","4","4","2","3","4","5","In a relationship","23","Female","White","United States","United States","United States","English","Yes","Part-Time"
58,"1","3","2","2","4","2","4","4","2","4","4","3","2","3","2","4","4","3","5","5",NA,"5","5",NA,"5","2","4","5",NA,"2","5",NA,"5","5",NA,"3","5",NA,"3","2","2","3","5",NA,"5","5",NA,"3","5",NA,"Married","45","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
36,"2","2","2","4","4","3","3","4","4","3","3","4","4","4","3","5","5",NA,"5","5",NA,"3","5",NA,"5","2","5","5",NA,"5","5",NA,"5","5",NA,"4","5",NA,"4","4","3","5","5",NA,"5","5",NA,"3","5",NA,"Married","27","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
393,"2","2","2","3","3","2","4","5",NA,"4","4","3","2","2","2","3","3","3","4","4","4","4","4","4","5","2","3","3","2","4","5",NA,"4","5",NA,"4","4","3","3","3","2","4","4","3","4","5",NA,"4","5",NA,"In a relationship","34","Female","White","United States","United States","United States","English","Yes","Part-Time"
350,"2","3","1","3","3","2","4","4","2","3","3","4","2","3","1","3","3","2","4","4","1","5","5",NA,"5","2","2","3","2","3","5",NA,"5","5",NA,"3","4","4","4","5",NA,"5","5",NA,"5","5",NA,"4","5",NA,"Married","69","Female","White","United States","United States","United States","English","No","Other"
17,"2","2","1","2","3","2","3","2","1","3","3","3","3","3","2","3","4","3","3","5",NA,"2","3","4","5","2","2","3","2","3","4","3","3","5",NA,"3","4","3","4","4","2","2","4","4","4","5",NA,"2","3","5","Married","41","Male","Mixed","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
14,"3","3","2","5","5",NA,"2","5",NA,"3","4","5","2","3","2","5","5",NA,"2","3","3","3","4","4","5","2","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"3","3","5","4","5",NA,"4","5",NA,"3","3","5","Engaged","38","Female","White","United States","United States","United States","English","No","Other"
256,"1","2","1","2","3","2","5","4","4","4","4","5","1","1","1","3","4","3","4","4","4","4","5",NA,"5","2","3","5",NA,"2","5",NA,"5","5",NA,"3","5",NA,"3","5",NA,"4","5",NA,"3","5",NA,"3","5",NA,"In a relationship","22","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
187,"1","1","1","1","1","1","1","4","4","4","4","5","3","3","4","3","3","3","3","3","3","2","3","4","3","3","4","3","3","4","3","4","4","4","5","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","In a civil partnership/civil union or similar","36","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
334,"1","1","1","1","1","1","3","3","3","3","4","3","1","1","1","3","3","2","4","4","2","5","5",NA,"5","2","3","3","3","2","3","3","4","5",NA,"4","5",NA,"3","3","2","3","4","3","5","5",NA,"3","4","4","Married","52","Female","White","United States","United States","United States","English","No","Full-Time"
239,"1","2","1","3","3","2","2","2","1","4","4","3","2","3","2","3","4","2","4","4","3","4","5",NA,"5","2","2",NA,"2","3","4","2","4","4","3","4","5",NA,"3","3","2","4","4","3","4","5",NA,"4","5",NA,"Married","27","Female","White","United States","United States","United States","English","Yes","Full-Time"
346,"1","1","1","3","3","1","5","5",NA,"4","4","1","1","1","1","3","4","2","5","5",NA,"5","5",NA,"5","2","1","1","1","3","3","1","5","5",NA,"4","4","2","2","2","2","3","4","3","5","5",NA,"4","4","3","Married","53","Male","White","United States","United States","United States","English","No","Full-Time"
319,"1","2","1","3","3","2","3","3","2","3","3","3","2","1","1","3","4","2","3","4","2","4","4","4","5","2","3","3","3","4","5",NA,"5","5",NA,"3","5",NA,"3","2","3","4","5",NA,"4","4","3","3","4","4","Engaged","23","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
10,"1","1","1","1","1","1","4","5",NA,"4","4","5","2","1","2","2","4","3","4","5",NA,"5","5",NA,"5","2","3","4","3","3","4","3","5","5",NA,"3","5",NA,"3","5",NA,"3","5",NA,"5","5",NA,"3","5",NA,"Married","32","Female","White","United States","United States","United States","English","No","Full-Time"
77,"2","1","2","3","3","2","4","4","2","3","2","2","2","1","2","3","3","3","3","3","2","4","4","4","5","2","1","1","2","3","4","3","5","5",NA,"3","5",NA,"3","1","3","4","4","3","4","5",NA,"3","4","4","Married","38","Female","White","United States","United States","United States","English","No","Full-Time"
189,"1","1","1","1","1","1","1","1","4","3","3","4","1","1","1","1","1","1","5","5",NA,"5","5",NA,"5","2","2","2","2","1","1","2","5","5",NA,"5","5",NA,"1","1","1","2","2","2","4","4","4","4","4","4","Married","50","Female","White","United States","United States","United States","English","No","Full-Time"
171,"3","4","2","2","3","2","3","2","3","3","3","1","3","3","2","2","3","3","3","1","2","3","3","5","3","2","2","2","3","2","3","2","2","3","2","3","3","2","4","4","4","3","3","3","2","3","2","5","2","5","In a relationship","28","Male","White","United States","United States","United States","English","No","Full-Time"
309,"2","2","3","3","3","3","4","4","3","3","4","4","2","2","2","3","3","3","4","4","3","4","4","4","5","2","2","2","3","3","3","3","4","4","3","4","4","3","2","3","3","4","4","3","4","4","3","4","4","3","Married","50","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
293,"1","1","1","2","2","1","4","4","3","5","5",NA,"1","1","2","2","2","2","4","4","4","4","4","3","5","2","2","2","2","2","2","2","2","4","4","3","3","3","3","3","3","3","3","3","5","5",NA,"3","3","5","Married","59","Male","White","United States","United States","United States","English","No","Full-Time"
81,"2","3","1","3","4","1","3","4","1","3","4","2","3","4","2","3","4","2","3","4","2","3","4","2","5","2","2","3","2","3","4","2","3","4","2","3","4","4","3","4","4","2","4","4","4","4","4","2","4","4","Married","39","Male","White","United States","United States","United States","English","No","Full-Time"
337,"1","1","1","1","2","1","3","4","4","5","5",NA,"1","3","2","2","2","2","4","5",NA,"4","4","4","5","2","4","4","3","3","3","3","5","5",NA,"3","3","4","3","4","2","3","3","3","2","3","2","1","1","5","In a relationship","20","Female","White","United States","United States","United States","English","Yes","Full-Time"
366,"2","1","1","1","2","1","4","5",NA,"4","4","1","2","2","1","3","3","3","5","5",NA,"4","4","1","5","2","2","2","2","3","3","3","5","5",NA,"4","4","2","3","3","3","3","4","4","5","5",NA,"5","5",NA,"Married","53","Male","White","United States","United States","United States","English","No","Full-Time"
245,"1","1","1","1","1","1","5","5",NA,"5","5",NA,"1","1","3","2","2","3","5","5",NA,"5","5",NA,"5","2","1","1","3","3","3","3","5","5",NA,"5","5",NA,"1","1","5","3","3","5","5","5",NA,"4","4","5","Married","36","Female","White","United States","United States","United States","English","Yes","Full-Time"
102,"2","2","2","3","3","3","4","4","5","4","4","5","2","3","2","3","4","3","4","5",NA,"5","5",NA,"5","2","2","2","2","4","5",NA,"4","5",NA,"3","4","5","3","3","5","5","5",NA,"4","4","5","4","4","5","Married","63","Male","White","United States","United States","United States","English","No","Part-Time"
351,"1","1","1","3","4","2","3","1","1","3","4","1","1","1","2","2","5",NA,"4","4","2","4","4","2","5","2","2","3","3","3","4","3","4","5",NA,"3","5",NA,"2","2","4","3","5",NA,"4","5",NA,"3","4","4","Married","41","Male","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time"
249,"1","2","2","2","3","3","4","5",NA,"4","4","5","2","3","3","2","2","3","5","5",NA,"4","5",NA,"5","2","2","3","3","2","3","3","5","5",NA,"4","5",NA,"3","4","3","2","4","3","5","5",NA,"5","5",NA,"Married","37","Male","White","United States","United States","United States","English","No","Full-Time"
389,"1","1","1","2","2","2","4","4","4","4","4","5","2","2","2","3","3","2","5","5",NA,"4","4","5","5","2","2","2","2","2","2","2","5","5",NA,"4","5",NA,"3","3","3","3","3","3","5","5",NA,"4","5",NA,"Married","33","Male","White","United States","United States","United States","English","No","Full-Time"
277,"4","3","2","2","3","1","3","2","2","4","3","3","1","3","2","1","2","3","3","1","4","3","4","2","5","2","2","3","1","4","3","2","1","2","3","4","4","3","1","3","4","2","3","2","3","4","5","4","2","3","Married","22","Male","White","United States","United States","United States","English","No","Full-Time"
211,"2","1","1","1","1","1","4","4","2","4","4","5","2","3","1","2","2","1","4","4","2","4","4","5","5","2","3","4","2","2","4","2","4","4","4","3","4","4","3","4","3","3","4","3","4","4","4","3","3","5","In a relationship","33","Male","White","Germany","United States","United States","English","Yes","Full-Time"
341,"1","1","1","2","4","2","5","5",NA,"5","5",NA,"2","2","1","3","3","2","5","5",NA,"4","4","3","5","2","3","3","2","4","4","3","5","5",NA,"4","4","4","3","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"In a relationship","62","Female","White","United States","United States","United States","English","No","Part-Time"
237,"1","2","1","1","1","2","5","5",NA,"4","4","3","1","3","1","3","4","3","5","5",NA,"4","5",NA,"5","2","2","3","3","3","4","3","5","5",NA,"5","5",NA,"3","1","2","4","5",NA,"5","5",NA,"4","5",NA,"In a relationship","23","Female","White","United States","United States","United States","English","No","Part-Time"
224,"2","2","1","3","3","2","4","3","1","4","4","2","2","3","1","3","3","2","4","4","2","4","4","5","5","2","3","4","2","3","5",NA,"4","5",NA,"4","4","4","3","4","2","3","4","3","5","5",NA,"3","4","5","In a relationship","30","Male","White","United States","United States","United States","English","Yes","Full-Time"
49,"1","2","2","3","3","1","4","4","3","4","4","2","2","2","1","3","3","2","4","4","4","4","4","5","5","2","2","3","3","3","5",NA,"5","5",NA,"4","5",NA,"3","2","4","3","3","4","5","5",NA,"3","4","5","In a relationship","24","Female","White","United States","United States","United States","English","No","Full-Time"
64,"1","1","1","3","3","2","3","4","4","3","3","4","3","2","2","3","3","3","3","4","3","4","4","4","5","2","3","2","3","3","4","3","4","4","3","3","4","3","3","3","3","4","4","3","4","4","3","4","4","3","Married","42","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
73,"1","1","1","1","1","1","5","5",NA,"4","4","4","2","2","2","3","3","3","5","5",NA,"3","4","4","5","2","2","2","2","2","2","2","5","5",NA,"4","5",NA,"5","5",NA,"4","4","3","4","4","3","4","5",NA,"Married","36","Female","White","United States","United States","United States","English","No","Full-Time"
230,"3","3","3","4","4","3","4","4","4","2","5",NA,"3","3","2","3","4","2","4","4","4","3","5",NA,"5","2","4","2","4","3","4","3","5","5",NA,"3","5",NA,"3","4","3","3","4","3","4","5",NA,"4","5",NA,"In a relationship","50","Male","Mixed","United States","United States","United States","English","No","Full-Time"
284,"1","1","1","3","3","3","5","5",NA,"4","4","5","2","2","2","5","5",NA,"5","5",NA,"3","4","4","5","2","3","3","2","5","5",NA,"5","5",NA,"2","4","4","2","2","2","5","5",NA,"5","5",NA,"3","5",NA,"Married","26","Female","White","United States","United States","United States","English","Yes","Other"
371,"2","2","1","2","2","1","3","4","4","3","3","2","1","2","2","2","3","2","4","4","4","4","4","4","5","2","3","2","2","3","3","2","4","4","4","4","4","3","3","3","2","3","4","3","4","4","4","4","3","2","Married","55","Male","White","United States","United States","United States","English","No","Full-Time"
229,"2","3","1","3","3","1","4","4","2","4","5",NA,"2","3","1","3","3","2","5","5",NA,"4","4","5","5","2","4","3","2","2","4","3","5","5",NA,"4","5",NA,"4","2","2","3","4","3","5","5",NA,"3","4","5","Married","27","Female","Black","United States","United States","United States","English","No","Full-Time"
170,"2","2","2","3","4","2","3","4","4","3","3","4","1","2","2","3","3","2","3","5",NA,"4","4","4","5","2","2","3","2","3","4","3","5","5",NA,"4","4","3","3","4","3","5","5",NA,"5","5",NA,"4","5",NA,"Married","73","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
70,"1","1","1","4","1","2","4","3","3","4","4","3","2","2","2","2","2","2","3","4","3","3","3","3","5","5","2","2","2","1","3","3","4","5",NA,"4","4","2","3","2","2","1","1","3","5","5",NA,"3","3","3","Married","57","Male","White","United States","United States","United States","English","No","Full-Time"
240,"1","2","1","3","3","1","5","5",NA,"5","5",NA,"2","2","2","2","2","2","5","5",NA,"5","5",NA,"5","2","2","2","2","2","2","2","5","5",NA,"5","5",NA,"3","3","3","3","3","3","5","5",NA,"5","5",NA,"In a relationship","44","Male","White","United States","United States","United States","English","No","Full-Time"
390,"2","2","2","2","2","2","4","4","2","3","4","2","2","2","2","2","2","2","4","4","2","4","4","2","5","2","2","2","2","2","2","2","4","4","2","4","4","2","2","2","2","2","2","2","4","4","3","5","5",NA,"Married","59","Female","White","United States","United States","United States","English","No","Full-Time"
254,"1","1","2","2","2","2","4","4","2","4","4","4","1","1","1","2","3","2","5","5",NA,"4","4","2","5","2","2","2","2","2","3","3","4","4","2","4","4","4","3","2","3","3","3","3","4","4","2","3","3","5","In a relationship","29","Male","White","United States","United States","United States","English","Yes","Full-Time"
27,"1","1","1","3","3","2","4","4","3","4","4","4","2","2","2","3","4","3","3","3","3","4","4","4","5","2","2","2","2","3","5",NA,"4","3","4","5","5",NA,"3","2","3","3","4","3","4","5",NA,"3","4","4","In a relationship","32","Male","Asian","United States","United States","United States","English","No","Full-Time"
63,"1","1","1","3","4","3","4","5",NA,"4","4","4","1","2","1","3","4","3","5","5",NA,"4","4","4","5","2","2","2","2","4","5",NA,"5","5",NA,"4","5",NA,"3","4","2","3","5",NA,"5","5",NA,"3","5",NA,"Married","35","Male","White","United States","United States","United States","English","Yes","Full-Time"
349,"2","3","1","4","4","4","3","4","4","5","5",NA,"3","3","2","3","5",NA,"5","5",NA,"5","5",NA,"5","2","4","3","3","3","4","2","5","5",NA,"4","5",NA,"3","4","3","4","4","2","3","5",NA,"4","5",NA,"Married","33","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
165,"2","4","2","2","3","2","3","2","2","4","4","3","2","2","1","3","3","2","5","5",NA,"3","4","4","5","2","3","3","2","3","4","2","4","4","3","4","5",NA,"3","5",NA,"4","5",NA,"3","5",NA,"4","5",NA,"Married","40","Male","White","United States","United States","United States","English","No","Full-Time"
147,"1","2","1","2","3","2","4","4","4","4","4","4","1","3","2","2","3","2","4","4","4","4","4","4","5","2","2","3","2","2","3","2","5","5",NA,"4","4","5","2",NA,"3","3","4","3","5","5",NA,"4","4","5","Married","39","Female","White","United States","United States","United States","English","No","Full-Time"
175,"1","2","1","2","3","2","3","3","2","4","4","4","2","1","2","3","4","2","4","5",NA,"4","4","4","5","2","2","2","2","3","4","2","4","4","2","5","5",NA,"2","3","2","4","5",NA,"5","5",NA,"4","4","5","Married","41","Male","White","United States","United States","United States","English","No","Full-Time"
88,"2","3","1","3","4","2","4","4","3","3","3","4","2","3","2","3","3","3","4","4","4","4","4","4","5","2","2","3","2","3","4","3","5","5",NA,"4","5",NA,"4","4","3","5","5",NA,"5","5",NA,"3","5",NA,"Married","44","Female","White","United States","United States","United States","English","No","Part-Time"
19,"1","1","1","3","2","1","4","4","2","5","5",NA,"1","1","1","3","3","2","5","5",NA,"5","5",NA,"5","2","1","1","1","4","3","2","5","5",NA,"4","5",NA,"3","2","3","5","4","5","5","5",NA,"3","4","5","In a relationship","32","Male","White","United States","United States","United States","English","No","Full-Time"
261,"2","3","1","3","4","3","4","4","2","3","4","4","2","4","1","3","4","3","4","4","2","4","4","4","5","2","3","4","2","3","4","3","4","4","3","4","5",NA,"3","3","2","3","4","4","4","5",NA,"3","5",NA,"Engaged","28","Male","Asian","United States","United States","United States","English","Yes","Other"
304,"2","2","1","2","2","2","5","5",NA,"4","4","3","2","2","2","2","2","2","4","5",NA,"4","4","4","5","2","2","2","2","2","2","2","4","4","4","4","4","4","3","2","2","3","3","3","5","5",NA,"4","4","5","In a relationship","63","Male","White","United States","United States","United States","English","No","Other"
79,"1","1","1","2","2","1","5","5",NA,"5","5",NA,"3","3","2","2","2","2","3","5",NA,"2","4","3","5","2","3","3","2","3","4","2","5","5",NA,"4","5",NA,"4","4","4","5","5",NA,"5","5",NA,"3","4","4","Engaged","26","Male","White","United States","United States","United States","English","No","Full-Time"
68,"2","2","2","4","5",NA,"3","4","3","3","4","4","3","4","3","4","5",NA,"4","4","3","5","5",NA,"5","2","4","5",NA,"4","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"4","5",NA,"Married","37","Male","Asian","United States","United States","United States","English","No","Full-Time"
12,"1","1","1","3","3","2","3","2","1","3","5",NA,"2","2","2","2","2","2","3","3","2","3","3","4","5","2","2","2","2","2","3","2","3","4","3","3","4","5","3","3","2","3","4","4","4","3","2","3","3","4","In a relationship","27","Male","White","United States","United States","United States","English","No","Full-Time"
82,"1","1","1","2","2","1","3","2","1","3","3","3","1","1","1","2","3","1","2","2","1","3","4","3","5","2","1","1","2","3","4","3","3","3","2","3","5",NA,"2","2","1","4","4","3","3","3","2","3","4","3","In a relationship","26","Female","Black","United States","United States","United States","English","Yes","Full-Time"
99,"1","1","2","3","3","2","4","5",NA,"4","3","4","1","2","2","3","3","2","5","5",NA,"4","4","4","5","2","2","3","2","3","4","3","5","5",NA,"3","4","4","3","3","2","3","3","3","5","5",NA,"3","3","4","Married","34","Male","White","United States","United States","United States","English","No","DATA_EXPIRED"
317,"1","2","2","2","4","2","4","4","2","4","4","4","1","2","2","3","4","2","4","4","2","4","4","4","5","2","2","2","2","3","4","3","4","4","4","4","5",NA,"3","2","3","4","4","3","4","4","4","4","4","5","Married","46","Male","White","United States","United States","United States","English","No","Full-Time"
384,"1","1","1","1","1","1","4","4","3","4","4","3","1","1","1","1","1","1","2","3","3",NA,"4","3","5","2","1","1","1","2","1","1","1","2","3","4","4","3","2","2","1","1","1","1","4","4","3","4","4","4","In a relationship","32","Male","Black","United States","United States","United States","English","No","Full-Time"
206,"1","2","1","4","4","2","4","4","3","4","4","4","2","3","2","4","4","3","4","4","3","4","4","4","5","2","2","3","2","3","4","3","5","5",NA,"5","5",NA,"3","3","3","4","5",NA,"4","5",NA,"4","5",NA,"Married","33","Female","White","United States","United States","United States","English","Yes","DATA_EXPIRED"
94,"1","1","1","2","2","2","4","4","4","3","3","4","1","1","2","2","2","3","4","4","4","4","4","4","5","2","2","2","3","3","3","3","4","4","3","4","4","3","1","1","3","3","3","3","4","4","3","4","4","3","Engaged","34","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
336,"2","2","2","3","3","3","3","3","3","3","3","5","2","2","1","2","3","2","4","4","4","3","3","5","5","2","3","3","2","3","4","3","3","3","3","4","5",NA,"3","2","2","3","3","3","4","3","3","4","4","4","In a relationship","30","Male","Asian","United States","United States","United States","English","No","Full-Time"
373,"1","1","1","1","1","1","5","5",NA,"4","4","3","1","1","1","1","1","1","5","5",NA,"4","4","2","5","2","1","1","1","1","1","1","1","1","1","4","4","2","4","4","3","1","1","3","5","5",NA,"3","4","5","Married","36","Male","White","United States","United States","United States","English","No","Full-Time"
177,"3","2","3","4","4","4","4","4","5","3","3","5","2","2","1","3","3","2","4","3","2","4","4","3","5","2","2","2","2","2","4","2","3","3","2","4","4","4","3","3","3","5","5",NA,"4","4","4","4","5",NA,"Married","62","Male","White","United States","United States","United States","English","No","Full-Time"
