"PID","RP_Hurt_Expression","RP_Hurt_Experience","RP_Hurt_Conn_Recall","RP_Hurt_Dist_Recall","RP_Hurt_Afrm_Recall","RP_Hurt_Conn_Hyp","RP_Hurt_Dist_Hyp","RP_Hurt_Afrm_Hyp","RP_Hurt_Want","RP_Joys_Expression","RP_Joys_Experience","RP_Joys_Conn_Recall","RP_Joys_Dist_Recall","RP_Joys_Afrm_Recall","RP_Joys_Conn_Hyp","RP_Joys_Dist_Hyp","RP_Joys_Afrm_Hyp","RP_Joys_Want","RP_Love_Expression","RP_Love_Experience","RP_Love_Conn_Recall","RP_Love_Dist_Recall","RP_Love_Afrm_Recall","RP_Love_Conn_Hyp","RP_Love_Dist_Hyp","RP_Love_Afrm_Hyp","RP_Love_Want","RP_Sadn_Expression","RP_Sadn_Experience","RP_Sadn_Conn_Recall","RP_Sadn_Dist_Recall","RP_Sadn_Afrm_Recall","RP_Sadn_Conn_Hyp","RP_Sadn_Dist_Hyp","RP_Sadn_Afrm_Hyp","RP_Sadn_Want","CF_Hurt_Expression","CF_Hurt_Experience","CF_Hurt_Conn_Recall","CF_Hurt_Dist_Recall","CF_Hurt_Afrm_Recall","CF_Hurt_Conn_Hyp","CF_Hurt_Dist_Hyp","CF_Hurt_Afrm_Hyp","CF_Hurt_Want","CF_Joys_Expression","CF_Joys_Experience","CF_Joys_Conn_Recall","CF_Joys_Dist_Recall","CF_Joys_Afrm_Recall","CF_Joys_Conn_Hyp","CF_Joys_Dist_Hyp","CF_Joys_Afrm_Hyp","CF_Joys_Want","CF_Love_Expression","CF_Love_Experience","CF_Love_Conn_Recall","CF_Love_Dist_Recall","CF_Love_Afrm_Recall","CF_Love_Conn_Hyp","CF_Love_Dist_Hyp","CF_Love_Afrm_Hyp","CF_Love_Want","CF_Sadn_Expression","CF_Sadn_Experience","CF_Sadn_Conn_Recall","CF_Sadn_Dist_Recall","CF_Sadn_Afrm_Recall","CF_Sadn_Conn_Hyp","CF_Sadn_Dist_Hyp","CF_Sadn_Afrm_Hyp","CF_Sadn_Want","CC_Hurt_Expression","CC_Hurt_Experience","CC_Hurt_Conn_Recall","CC_Hurt_Dist_Recall","CC_Hurt_Afrm_Recall","CC_Hurt_Conn_Hyp","CC_Hurt_Dist_Hyp","CC_Hurt_Afrm_Hyp","CC_Hurt_Want","CC_Joys_Expression","CC_Joys_Experience","CC_Joys_Conn_Recall","CC_Joys_Dist_Recall","CC_Joys_Afrm_Recall","CC_Joys_Conn_Hyp","CC_Joys_Dist_Hyp","CC_Joys_Afrm_Hyp","CC_Joys_Want","CC_Love_Expression","CC_Love_Experience","CC_Love_Conn_Recall","CC_Love_Dist_Recall","CC_Love_Afrm_Recall","CC_Love_Conn_Hyp","CC_Love_Dist_Hyp","CC_Love_Afrm_Hyp","CC_Love_Want","CC_Sadn_Expression","CC_Sadn_Experience","CC_Sadn_Conn_Recall","CC_Sadn_Dist_Recall","CC_Sadn_Afrm_Recall","CC_Sadn_Conn_Hyp","CC_Sadn_Dist_Hyp","CC_Sadn_Afrm_Hyp","CC_Sadn_Want","SS_Hurt_Expression","SS_Hurt_Experience","SS_Hurt_Conn_Recall","SS_Hurt_Dist_Recall","SS_Hurt_Afrm_Recall","SS_Hurt_Conn_Hyp","SS_Hurt_Dist_Hyp","SS_Hurt_Afrm_Hyp","SS_Hurt_Want","SS_Joys_Expression","SS_Joys_Experience","SS_Joys_Conn_Recall","SS_Joys_Dist_Recall","SS_Joys_Afrm_Recall","SS_Joys_Conn_Hyp","SS_Joys_Dist_Hyp","SS_Joys_Afrm_Hyp","SS_Joys_Want","SS_Love_Expression","SS_Love_Experience","SS_Love_Conn_Recall","SS_Love_Dist_Recall","SS_Love_Afrm_Recall","SS_Love_Conn_Hyp","SS_Love_Dist_Hyp","SS_Love_Afrm_Hyp","SS_Love_Want","SS_Sadn_Expression","SS_Sadn_Experience","SS_Sadn_Conn_Recall","SS_Sadn_Dist_Recall","SS_Sadn_Afrm_Recall","SS_Sadn_Conn_Hyp","SS_Sadn_Dist_Hyp","SS_Sadn_Afrm_Hyp","SS_Sadn_Want","Attn_Check_Never","Attn_Check_Much","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Income","Education","Race","Race_9_TEXT","Community_1_x","Community_1_y","Community"
24,"3","3","2","2","2",NA,NA,NA,"3","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","3","3","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","4","3","2","2","2",NA,NA,NA,"3","2","2","2","2","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"3","3","3","4","3","3","3","3","3",NA,NA,NA,"2","5","4",NA,NA,NA,"3","3","3","4","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","4","4","5","3","3","3","3","3",NA,NA,NA,"3","5","2","4","34","2",NA,"2","5","7",NA,"116","218","Other"
29,"2","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","4","3","1","1","1",NA,NA,NA,"2","4","4","1","1","1",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"2","5","4",NA,NA,NA,"1","1","1","2","4","4","2","3","2",NA,NA,NA,"3","4","4","2","2","3",NA,NA,NA,"2","5","4",NA,NA,NA,"2","2","3","4","5","5",NA,NA,NA,"2","3","2","5","5","2","4","53","2",NA,"7","5","1,3",NA,"156","174","Region #5"
337,"3","3","4","3","3",NA,NA,NA,"4","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","5","5","5",NA,NA,NA,"4","2","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","2","1","1","1","1",NA,NA,NA,"2","4","4","5","5","5",NA,NA,NA,"4","3","3","1","1","1",NA,NA,NA,"2","4","4","1","2","2",NA,NA,NA,"2","3","3","1","1","2",NA,NA,NA,"2","5","4",NA,NA,NA,"5","5","5","5","3","3","2","2","4",NA,NA,NA,"3","5","5",NA,NA,NA,"1","1","5","5","3","3","1","1","3",NA,NA,NA,"2","5","2","4","27","1",NA,"5","6","7",NA,"155","207","Region #4"
185,"3","3","2","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"1","3","2","2","2","2",NA,NA,NA,"1","1","3","1","1","1",NA,NA,NA,"1","1","1","1","2","1",NA,NA,NA,"1","1","1","1","2","2",NA,NA,NA,"1","2","1","2","2","2",NA,NA,NA,"1","3","2","2","2","2",NA,NA,NA,"2","3","4","2","2","1",NA,NA,NA,"2","5","5",NA,NA,NA,"2","3","3","4","3","3","2","3","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","5","2","4","65","2",NA,"5","6","7",NA,"192","153","Region #6"
10,"4","4","1","1","1",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"3","2","3","1","1","1",NA,NA,NA,"3","4","3","2","2","2",NA,NA,NA,"3","3","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","4","5","3","3","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","37","2",NA,"7","5","7",NA,"259","90","Region #8"
78,"1","1","1","1","1",NA,NA,NA,"1","4","3","2","1","1",NA,NA,NA,"2",NA,"1","1","1","1",NA,NA,NA,"1","1","2","1","2","1",NA,NA,NA,"2","2","2","2","1","1",NA,NA,NA,"1","1","2","2","2","2",NA,NA,NA,"1","2","2","2","2",NA,NA,NA,NA,"2","1","1","1","2",NA,NA,NA,NA,"1","2","2","3","3","3",NA,NA,NA,"2","2","1","2","1","1",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","3","1","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3",NA,"4","4","3","2",NA,NA,NA,NA,"1","5","5",NA,NA,NA,"5","5","3","3","4","3","2","2","1",NA,NA,NA,"5","2","1","4","45","1",NA,"4","2","4",NA,"199","180","Region #5"
191,"2","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","4","2","1","1",NA,NA,NA,"2","2","2","2","1","2",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","4","4","2","2","1",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"4","5","4",NA,NA,NA,"2","2","3","4","5","4",NA,NA,NA,"2","2","3","4","5","5",NA,NA,NA,"2","2","3","5","4","4","2","2","3",NA,NA,NA,"4","5","2","4","28","1",NA,"4","2","7",NA,"149","222","Region #4"
116,"2","3","2","2","2",NA,NA,NA,"2","1","1","2","3","2",NA,NA,NA,"1","1","1","3","3","3",NA,NA,NA,"1","1","1","2","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","1","1","2","3","2",NA,NA,NA,"1","1","1","3","3","3",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","2","3","3","3","3","2","2","2",NA,NA,NA,"1","5","2","4","50","2",NA,"7","6","7",NA,"235","84","Region #8"
152,"1","1","1","1","1",NA,NA,NA,NA,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","5","2","4","38","2",NA,"6","4","7",NA,NA,NA,NA
54,"2","2","2","2","2",NA,NA,NA,"2","1","3","1","1","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","3","2","3","2",NA,NA,NA,"2","2","2","2","3","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","3",NA,NA,NA,"2","2","2","2","3","3",NA,NA,NA,"2","2","2","2","3","3",NA,NA,NA,"2","2","3","2","3","3",NA,NA,NA,"2","2","2","2","3","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","5","2","4","45","2",NA,"7","5","4",NA,"223","123","Region #7"
325,"4","4","2","2","1",NA,NA,NA,"2","2","2","2","2","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","3","1","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","3","3","2","1","1",NA,NA,NA,"3","2","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","3","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","4","3",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","5","2","4","54","2",NA,"6","5","7",NA,"239","116","Region #7"
331,"4","4","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","4","4","3","3","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","4","4","3","2","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","4","3","3","3","3",NA,NA,NA,"5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","2","4","25","2",NA,"7","5","7",NA,"211","158","Region #6"
178,"3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","4","5","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","4","3","5","4","4","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","2","2","4","52","2",NA,"1","2","7",NA,"130","257","Region #3"
267,"3","4","4","4","3",NA,NA,NA,"2","3","4","2","2","3",NA,NA,NA,"2","4","3","1","1","1",NA,NA,NA,"2","4","3","3","4","3",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","5","4",NA,NA,NA,"4","4","4","4","3","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","4","5","4",NA,NA,NA,"4","4","4","3","5","5",NA,NA,NA,"5","5","4","4","4","4","5","5","5",NA,NA,NA,"3","5","5",NA,NA,NA,"5","5","5","5","4","4","4","5","5",NA,NA,NA,"4","5","5",NA,NA,NA,"5","5","5","5","4","4","4","4","5",NA,NA,NA,"4","5","2","4","42","1",NA,"6","11","7",NA,"223","85","Region #8"
160,"4","4","2","3","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","2","3","2",NA,NA,NA,"1","3","3","2","3","2",NA,NA,NA,"2","1","1","1","2","1",NA,NA,NA,"1","1","1","1","2","1",NA,NA,NA,"1","4","3","2","2","3",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"4","5","5","4","4","3","3","2","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","4","4","2","2","4",NA,NA,NA,"3","5","5",NA,NA,NA,"3","2","4","3","4","4","3","2","3",NA,NA,NA,"3","5","2","4","32","2",NA,"7","6","7",NA,NA,NA,NA
350,"2","2","1","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","2","2","2","2","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","1","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"4","4","3","2","3","3",NA,NA,NA,"3","5","2","4","34","2",NA,"5","5","7",NA,"180","192","Region #5"
250,"1","3","1","1","1",NA,NA,NA,"1","1","2","1","2","2",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","2","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","1","1","2","4","3",NA,NA,NA,"1","3","3","4","4","4",NA,NA,NA,"2","5","4",NA,NA,NA,"3","4","4","3","3","4","3","3","3",NA,NA,NA,"3","3","3","2","3","3",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","3","5","3",NA,NA,NA,"3","3","3","4","5","2","4","25","2",NA,"3","5","7",NA,"184","221","Region #4"
329,"2","2","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","5","1","2","1",NA,NA,NA,"1","3","1","2","1","2",NA,NA,NA,"2","2","3","1","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"3","3","3","2","4","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","2","3","3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"5","5","5","5","5","5",NA,NA,NA,"5","4","4","5","5","5",NA,NA,NA,"5","5","5","5","5","5",NA,NA,NA,"5","5","5","5","5","2","4","43","2",NA,"3","4","3",NA,"205","119","Region #7"
218,"3","4","1","1","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"1","4","4","2","2","3",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","4","4","1","1","1",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","4","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"4","4","4","3","5","5",NA,NA,NA,"5","5","5","4","5","5",NA,NA,NA,"3","3","3","3","5","2","4","56","2",NA,"2","5","7",NA,"186","186","Region #5"
330,"3","4","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"4","3","3","3","5","5",NA,NA,NA,"2","3","2","3","5","5",NA,NA,NA,"4","4","3","4","5","5",NA,NA,NA,"3","3","3","3","5","2","4","37","2",NA,"4","6","7",NA,NA,NA,NA
87,"1","4","2","2","2",NA,NA,NA,"1","2","1","1","1","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","2","1","1","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","4","2","2","3",NA,NA,NA,"2","3","3","2","2","4",NA,NA,NA,"2","3","4","2","2","4",NA,NA,NA,"3","4","5","2","2","3",NA,NA,NA,"2","5","2","4","49","2",NA,"7","6","7",NA,"230","128","Region #7"
70,"5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"2","2","2","5","3","3","2","1","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"2","3","2","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"4","4","4","3","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"4","4","4","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"5","5","3","5","5","5",NA,NA,NA,"3","2","3","5","5","2","4","49","2",NA,"3","2","9","Mixed",NA,NA,NA
222,"4","4","1","2","3",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"2","3","2","1","1","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","4","2","4","2",NA,NA,NA,"3","2","4","1","2","1",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"1","1","2","3","5","5",NA,NA,NA,"3","3","3","5","5","3",NA,NA,NA,"2","3","2","2","4","5","2","2","2",NA,NA,NA,"4","2","3","2","2","1",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","3","5","2","3","2","2","3",NA,NA,NA,"2","5","2","4","18","2",NA,"6","3","7",NA,"140","215","Region #4"
320,"2","3","2","3","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","2","2","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","3","3","3","3","3","3",NA,NA,NA,"3","4","5","4","4","4",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","3","5","5",NA,NA,NA,"5","5","5","4","5","2","4","33","2",NA,"1","2","7",NA,"231","323","Other"
306,"2","4","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","4","3","3","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"2","3","3","4","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"4","4","5","3","3","5",NA,NA,NA,"4","5","5",NA,NA,NA,"2","2","4","3","4","4","2","2","4",NA,NA,NA,"4","5","5",NA,NA,NA,"2","2","4","5","5","5",NA,NA,NA,"2","2","3","3","5","2","4","23","1",NA,"4","5","7",NA,"223","120","Region #7"
219,"2","3","4","4","4",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","2","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","4",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","4",NA,NA,NA,"3","3","3","2","2","4",NA,NA,NA,"3","5","2","4","38","2",NA,"3","5","7",NA,"157","222","Region #4"
93,"3","4","1","1","1",NA,NA,NA,"3","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"1","3","2","1","1","1",NA,NA,NA,"2","2","3","1","1","1",NA,NA,NA,"2","4","4","1","2","1",NA,NA,NA,"2","3","4","2","3","3",NA,NA,NA,"3","3","3","2","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","2","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","47","2",NA,"3","5","7",NA,"166","217","Region #4"
259,"3","3","2","2","2",NA,NA,NA,"1","2","2","2","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","3","3","1","1","2",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","2","2","1","1","2",NA,NA,NA,"1","2","2","2","1","2",NA,NA,NA,"1","3","3","1","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","4","3","5","5",NA,NA,NA,"2","2","4","3","5","5",NA,NA,NA,"2","2","4","3","5","5",NA,NA,NA,"2","2","4","3","5","2","4","50","1",NA,"2","5","7",NA,"167","153","Other"
162,"2","1","1","1","1",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","3","3",NA,NA,NA,"2","1","2","2","1","2",NA,NA,NA,"1","1","1","1","2","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","3","3","3","2","3",NA,NA,NA,"3","2","3","3","2","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","2","2","3","2","3",NA,NA,NA,"3","2","3","2","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"4","2","3","3","3","3",NA,NA,NA,"3","1","3","3","2","3",NA,NA,NA,"3","5","2","4","38","2",NA,"5","4","7",NA,"168","191","Region #5"
175,"4","4","2","2","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"1","2","2","2","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"3","3","2","3","4","4","2","3","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","3","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"4","4","4","5","5","5",NA,NA,NA,"3","3","3","3","5","2","4","37","1",NA,"7","5","7",NA,"210","113","Region #7"
